AreaCD	Area
101311	BUKIDNON
101312	BUKIDNON
101313	BUKIDNON
101314	BUKIDNON
101315	BUKIDNON
101316	BUKIDNON
101317	BUKIDNON
101318	BUKIDNON
101319	BUKIDNON
101320	BUKIDNON
101321	BUKIDNON
101322	BUKIDNON
1018	REGION X (NORTHERN MINDANAO)
101801	CAMIGUIN
101802	CAMIGUIN
101803	CAMIGUIN
101804	CAMIGUIN
101805	CAMIGUIN
1035	REGION X (NORTHERN MINDANAO)
103501	LANAO DEL NORTE
103502	LANAO DEL NORTE
103503	LANAO DEL NORTE
103504	LANAO DEL NORTE
103505	LANAO DEL NORTE
103506	LANAO DEL NORTE
103507	LANAO DEL NORTE
103508	LANAO DEL NORTE
103509	LANAO DEL NORTE
103510	LANAO DEL NORTE
103511	LANAO DEL NORTE
103512	LANAO DEL NORTE
103513	LANAO DEL NORTE
103514	LANAO DEL NORTE
103515	LANAO DEL NORTE
103516	LANAO DEL NORTE
103517	LANAO DEL NORTE
103518	LANAO DEL NORTE
103519	LANAO DEL NORTE
103520	LANAO DEL NORTE
103521	LANAO DEL NORTE
103522	LANAO DEL NORTE
103523	LANAO DEL NORTE
1042	REGION X (NORTHERN MINDANAO)
104201	MISAMIS OCCIDENTAL
104202	MISAMIS OCCIDENTAL
104203	MISAMIS OCCIDENTAL
104204	MISAMIS OCCIDENTAL
104205	MISAMIS OCCIDENTAL
104206	MISAMIS OCCIDENTAL
104207	MISAMIS OCCIDENTAL
104208	MISAMIS OCCIDENTAL
104209	MISAMIS OCCIDENTAL
104210	MISAMIS OCCIDENTAL
104211	MISAMIS OCCIDENTAL
104212	MISAMIS OCCIDENTAL
104213	MISAMIS OCCIDENTAL
104214	MISAMIS OCCIDENTAL
104215	MISAMIS OCCIDENTAL
104216	MISAMIS OCCIDENTAL
104217	MISAMIS OCCIDENTAL
1043	REGION X (NORTHERN MINDANAO)
104301	MISAMIS ORIENTAL
104302	MISAMIS ORIENTAL
104303	MISAMIS ORIENTAL
104304	MISAMIS ORIENTAL
104305	MISAMIS ORIENTAL
104306	MISAMIS ORIENTAL
104307	MISAMIS ORIENTAL
104308	MISAMIS ORIENTAL
104309	MISAMIS ORIENTAL
104310	MISAMIS ORIENTAL
104311	MISAMIS ORIENTAL
104312	MISAMIS ORIENTAL
104313	MISAMIS ORIENTAL
104314	MISAMIS ORIENTAL
104315	MISAMIS ORIENTAL
104316	MISAMIS ORIENTAL
104317	MISAMIS ORIENTAL
104318	MISAMIS ORIENTAL
104319	MISAMIS ORIENTAL
104320	MISAMIS ORIENTAL
104321	MISAMIS ORIENTAL
104322	MISAMIS ORIENTAL
104323	MISAMIS ORIENTAL
104324	MISAMIS ORIENTAL
104325	MISAMIS ORIENTAL
104326	MISAMIS ORIENTAL
11	REGION 11
1123	REGION XI (DAVAO REGION)
112301	DAVAO DEL NORTE
112303	DAVAO DEL NORTE
112305	DAVAO DEL NORTE
112314	DAVAO DEL NORTE
112315	DAVAO DEL NORTE
112317	DAVAO DEL NORTE
112318	DAVAO DEL NORTE
112319	DAVAO DEL NORTE
112322	DAVAO DEL NORTE
112323	DAVAO DEL NORTE
112324	DAVAO DEL NORTE
1124	REGION XI (DAVAO REGION)
112401	DAVAO DEL SUR
112402	DAVAO DEL SUR
112403	DAVAO DEL SUR
112404	DAVAO DEL SUR
112405	DAVAO DEL SUR
112406	DAVAO DEL SUR
112407	DAVAO DEL SUR
112408	DAVAO DEL SUR
112409	DAVAO DEL SUR
112410	DAVAO DEL SUR
112411	DAVAO DEL SUR
112412	DAVAO DEL SUR
112413	DAVAO DEL SUR
112414	DAVAO DEL SUR
112415	DAVAO DEL SUR
112416	DAVAO DEL SUR
1125	REGION XI (DAVAO REGION)
112501	DAVAO ORIENTAL
112502	DAVAO ORIENTAL
112503	DAVAO ORIENTAL
112504	DAVAO ORIENTAL
112505	DAVAO ORIENTAL
112506	DAVAO ORIENTAL
112507	DAVAO ORIENTAL
112508	DAVAO ORIENTAL
112509	DAVAO ORIENTAL
112510	DAVAO ORIENTAL
112511	DAVAO ORIENTAL
1182	REGION XI (DAVAO REGION)
118201	COMPOSTELA VALLEY
118202	COMPOSTELA VALLEY
118203	COMPOSTELA VALLEY
118204	COMPOSTELA VALLEY
118205	COMPOSTELA VALLEY
118206	COMPOSTELA VALLEY
118207	COMPOSTELA VALLEY
118208	COMPOSTELA VALLEY
118209	COMPOSTELA VALLEY
118210	COMPOSTELA VALLEY
118211	COMPOSTELA VALLEY
12	REGION 12
1247	REGION XII (SOCCSKSARGEN)
124701	COTABATO (NORTH COTABATO)
124702	COTABATO (NORTH COTABATO)
124703	COTABATO (NORTH COTABATO)
124704	COTABATO (NORTH COTABATO)
124705	COTABATO (NORTH COTABATO)
124706	COTABATO (NORTH COTABATO)
124707	COTABATO (NORTH COTABATO)
124708	COTABATO (NORTH COTABATO)
124709	COTABATO (NORTH COTABATO)
124710	COTABATO (NORTH COTABATO)
124711	COTABATO (NORTH COTABATO)
124712	COTABATO (NORTH COTABATO)
124713	COTABATO (NORTH COTABATO)
124714	COTABATO (NORTH COTABATO)
124715	COTABATO (NORTH COTABATO)
124716	COTABATO (NORTH COTABATO)
124717	COTABATO (NORTH COTABATO)
124718	COTABATO (NORTH COTABATO)
1263	REGION XII (SOCCSKSARGEN)
126302	SOUTH COTABATO
126303	SOUTH COTABATO
126306	SOUTH COTABATO
126311	SOUTH COTABATO
126312	SOUTH COTABATO
126313	SOUTH COTABATO
126314	SOUTH COTABATO
126315	SOUTH COTABATO
126316	SOUTH COTABATO
126317	SOUTH COTABATO
126318	SOUTH COTABATO
126319	SOUTH COTABATO
1265	REGION XII (SOCCSKSARGEN)
126501	SULTAN KUDARAT
126502	SULTAN KUDARAT
126503	SULTAN KUDARAT
126504	SULTAN KUDARAT
126505	SULTAN KUDARAT
126506	SULTAN KUDARAT
126507	SULTAN KUDARAT
126508	SULTAN KUDARAT
126509	SULTAN KUDARAT
126510	SULTAN KUDARAT
126511	SULTAN KUDARAT
126512	SULTAN KUDARAT
1280	REGION XII (SOCCSKSARGEN)
128001	SARANGANI
128002	SARANGANI
128003	SARANGANI
128004	SARANGANI
128005	SARANGANI
128006	SARANGANI
128007	SARANGANI
1298	REGION XII (SOCCSKSARGEN)
129804	COTABATO CITY (NOT A PROVINCE)
13	NCR
1339	NATIONAL CAPITAL REGION (NCR)
133900	NCR. FIRST DISTRICT (NOT A PROVINCE)
1374	NATIONAL CAPITAL REGION (NCR)
137401	NCR. SECOND DISTRICT (NOT A PROVINCE)
137402	NCR. SECOND DISTRICT (NOT A PROVINCE)
137403	NCR. SECOND DISTRICT (NOT A PROVINCE)
137404	NCR. SECOND DISTRICT (NOT A PROVINCE)
137405	NCR. SECOND DISTRICT (NOT A PROVINCE)
1375	NATIONAL CAPITAL REGION (NCR)
137501	NCR. THIRD DISTRICT (NOT A PROVINCE)
137502	NCR. THIRD DISTRICT (NOT A PROVINCE)
137503	NCR. THIRD DISTRICT (NOT A PROVINCE)
137504	NCR. THIRD DISTRICT (NOT A PROVINCE)
1376	NATIONAL CAPITAL REGION (NCR)
137601	NCR. FOURTH DISTRICT (NOT A PROVINCE)
137602	NCR. FOURTH DISTRICT (NOT A PROVINCE)
137603	NCR. FOURTH DISTRICT (NOT A PROVINCE)
137604	NCR. FOURTH DISTRICT (NOT A PROVINCE)
137605	NCR. FOURTH DISTRICT (NOT A PROVINCE)
137606	NCR. FOURTH DISTRICT (NOT A PROVINCE)
137607	NCR. FOURTH DISTRICT (NOT A PROVINCE)
14	CAR
1401	CORDILLERA ADMINISTRATIVE REGION (CAR)
140101	ABRA
140102	ABRA
140103	ABRA
140104	ABRA
140105	ABRA
140106	ABRA
140107	ABRA
140108	ABRA
140109	ABRA
140110	ABRA
140111	ABRA
140112	ABRA
140113	ABRA
140114	ABRA
140115	ABRA
140116	ABRA
140117	ABRA
140118	ABRA
140119	ABRA
140120	ABRA
140121	ABRA
140122	ABRA
140123	ABRA
140124	ABRA
140125	ABRA
140126	ABRA
140127	ABRA
1411	CORDILLERA ADMINISTRATIVE REGION (CAR)
141101	BENGUET
141102	BENGUET
141103	BENGUET
141104	BENGUET
141105	BENGUET
141106	BENGUET
141107	BENGUET
141108	BENGUET
141109	BENGUET
141110	BENGUET
141111	BENGUET
141112	BENGUET
141113	BENGUET
141114	BENGUET
1427	CORDILLERA ADMINISTRATIVE REGION (CAR)
142701	IFUGAO
142702	IFUGAO
142703	IFUGAO
142704	IFUGAO
142705	IFUGAO
142706	IFUGAO
142707	IFUGAO
142708	IFUGAO
142709	IFUGAO
142710	IFUGAO
142711	IFUGAO
1432	CORDILLERA ADMINISTRATIVE REGION (CAR)
143201	KALINGA
143206	KALINGA
143208	KALINGA
143209	KALINGA
143211	KALINGA
143213	KALINGA
143214	KALINGA
143215	KALINGA
1444	CORDILLERA ADMINISTRATIVE REGION (CAR)
144401	MOUNTAIN PROVINCE
144402	MOUNTAIN PROVINCE
144403	MOUNTAIN PROVINCE
144404	MOUNTAIN PROVINCE
144405	MOUNTAIN PROVINCE
144406	MOUNTAIN PROVINCE
144407	MOUNTAIN PROVINCE
144408	MOUNTAIN PROVINCE
144409	MOUNTAIN PROVINCE
144410	MOUNTAIN PROVINCE
1481	CORDILLERA ADMINISTRATIVE REGION (CAR)
148101	APAYAO
148102	APAYAO
148103	APAYAO
148104	APAYAO
148105	APAYAO
148106	APAYAO
148107	APAYAO
15	ARMM
1507	AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)
150702	BASILAN
150703	BASILAN
150704	BASILAN
150705	BASILAN
150706	BASILAN
150707	BASILAN
150708	BASILAN
150709	BASILAN
150710	BASILAN
150711	BASILAN
150712	BASILAN
150713	BASILAN
1536	AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)
153601	LANAO DEL SUR
153602	LANAO DEL SUR
153603	LANAO DEL SUR
153604	LANAO DEL SUR
153605	LANAO DEL SUR
153606	LANAO DEL SUR
153607	LANAO DEL SUR
153609	LANAO DEL SUR
153610	LANAO DEL SUR
153611	LANAO DEL SUR
153612	LANAO DEL SUR
153613	LANAO DEL SUR
153614	LANAO DEL SUR
153615	LANAO DEL SUR
153616	LANAO DEL SUR
153617	LANAO DEL SUR
153618	LANAO DEL SUR
153619	LANAO DEL SUR
153620	LANAO DEL SUR
153621	LANAO DEL SUR
153622	LANAO DEL SUR
153623	LANAO DEL SUR
153624	LANAO DEL SUR
153625	LANAO DEL SUR
153626	LANAO DEL SUR
153627	LANAO DEL SUR
153628	LANAO DEL SUR
153629	LANAO DEL SUR
153630	LANAO DEL SUR
153631	LANAO DEL SUR
153632	LANAO DEL SUR
153633	LANAO DEL SUR
153634	LANAO DEL SUR
153635	LANAO DEL SUR
153636	LANAO DEL SUR
153637	LANAO DEL SUR
153638	LANAO DEL SUR
153639	LANAO DEL SUR
153640	LANAO DEL SUR
153641	LANAO DEL SUR
1538	AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)
153801	MAGUINDANAO
153802	MAGUINDANAO
153803	MAGUINDANAO
153805	MAGUINDANAO
153806	MAGUINDANAO
153807	MAGUINDANAO
153808	MAGUINDANAO
153809	MAGUINDANAO
153810	MAGUINDANAO
153811	MAGUINDANAO
153812	MAGUINDANAO
153813	MAGUINDANAO
153814	MAGUINDANAO
153815	MAGUINDANAO
153816	MAGUINDANAO
153817	MAGUINDANAO
153818	MAGUINDANAO
153819	MAGUINDANAO
153820	MAGUINDANAO
153821	MAGUINDANAO
153822	MAGUINDANAO
153823	MAGUINDANAO
153824	MAGUINDANAO
153825	MAGUINDANAO
153826	MAGUINDANAO
153827	MAGUINDANAO
153828	MAGUINDANAO
153829	MAGUINDANAO
153830	MAGUINDANAO
153831	MAGUINDANAO
153832	MAGUINDANAO
153833	MAGUINDANAO
153834	MAGUINDANAO
153835	MAGUINDANAO
153836	MAGUINDANAO
153837	MAGUINDANAO
1566	AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)
156601	SULU
156602	SULU
156603	SULU
156604	SULU
156605	SULU
156606	SULU
156607	SULU
156608	SULU
156609	SULU
156610	SULU
156611	SULU
156612	SULU
156613	SULU
156614	SULU
156615	SULU
156616	SULU
156617	SULU
156618	SULU
156619	SULU
1570	AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)
157001	TAWI-TAWI
157002	TAWI-TAWI
157003	TAWI-TAWI
157004	TAWI-TAWI
157005	TAWI-TAWI
157006	TAWI-TAWI
157007	TAWI-TAWI
157008	TAWI-TAWI
157009	TAWI-TAWI
157010	TAWI-TAWI
157011	TAWI-TAWI
16	CARAGA
1602	REGION XIII (CARAGA)
160201	AGUSAN DEL NORTE
160202	AGUSAN DEL NORTE
160203	AGUSAN DEL NORTE
160204	AGUSAN DEL NORTE
160205	AGUSAN DEL NORTE
160206	AGUSAN DEL NORTE
160207	AGUSAN DEL NORTE
160208	AGUSAN DEL NORTE
160209	AGUSAN DEL NORTE
160210	AGUSAN DEL NORTE
160211	AGUSAN DEL NORTE
160212	AGUSAN DEL NORTE
1603	REGION XIII (CARAGA)
160301	AGUSAN DEL SUR
160302	AGUSAN DEL SUR
160303	AGUSAN DEL SUR
160304	AGUSAN DEL SUR
160305	AGUSAN DEL SUR
160306	AGUSAN DEL SUR
160307	AGUSAN DEL SUR
160308	AGUSAN DEL SUR
160309	AGUSAN DEL SUR
160310	AGUSAN DEL SUR
160311	AGUSAN DEL SUR
160312	AGUSAN DEL SUR
160313	AGUSAN DEL SUR
160314	AGUSAN DEL SUR
1667	REGION XIII (CARAGA)
166701	SURIGAO DEL NORTE
166702	SURIGAO DEL NORTE
166704	SURIGAO DEL NORTE
166706	SURIGAO DEL NORTE
166707	SURIGAO DEL NORTE
166708	SURIGAO DEL NORTE
166710	SURIGAO DEL NORTE
166711	SURIGAO DEL NORTE
166714	SURIGAO DEL NORTE
166715	SURIGAO DEL NORTE
166716	SURIGAO DEL NORTE
166717	SURIGAO DEL NORTE
166718	SURIGAO DEL NORTE
166719	SURIGAO DEL NORTE
166720	SURIGAO DEL NORTE
166721	SURIGAO DEL NORTE
166722	SURIGAO DEL NORTE
166723	SURIGAO DEL NORTE
166724	SURIGAO DEL NORTE
166725	SURIGAO DEL NORTE
166727	SURIGAO DEL NORTE
1668	REGION XIII (CARAGA)
166801	SURIGAO DEL SUR
166802	SURIGAO DEL SUR
166803	SURIGAO DEL SUR
166804	SURIGAO DEL SUR
166805	SURIGAO DEL SUR
166806	SURIGAO DEL SUR
166807	SURIGAO DEL SUR
166808	SURIGAO DEL SUR
166809	SURIGAO DEL SUR
166810	SURIGAO DEL SUR
166811	SURIGAO DEL SUR
166812	SURIGAO DEL SUR
166813	SURIGAO DEL SUR
166814	SURIGAO DEL SUR
166815	SURIGAO DEL SUR
166816	SURIGAO DEL SUR
166817	SURIGAO DEL SUR
166818	SURIGAO DEL SUR
166819	SURIGAO DEL SUR
1685	REGION XIII (CARAGA)
168501	DINAGAT ISLANDS
168502	DINAGAT ISLANDS
168503	DINAGAT ISLANDS
168504	DINAGAT ISLANDS
168505	DINAGAT ISLANDS
168506	DINAGAT ISLANDS
168507	DINAGAT ISLANDS
17	REGION 4B
1740	REGION IV-B (MIMAROPA)
174001	MARINDUQUE
174002	MARINDUQUE
174003	MARINDUQUE
174004	MARINDUQUE
174005	MARINDUQUE
174006	MARINDUQUE
1751	REGION IV-B (MIMAROPA)
175101	OCCIDENTAL MINDORO
175102	OCCIDENTAL MINDORO
175103	OCCIDENTAL MINDORO
175104	OCCIDENTAL MINDORO
175105	OCCIDENTAL MINDORO
175106	OCCIDENTAL MINDORO
175107	OCCIDENTAL MINDORO
175108	OCCIDENTAL MINDORO
175109	OCCIDENTAL MINDORO
175110	OCCIDENTAL MINDORO
175111	OCCIDENTAL MINDORO
1752	REGION IV-B (MIMAROPA)
175201	ORIENTAL MINDORO
175202	ORIENTAL MINDORO
175203	ORIENTAL MINDORO
175204	ORIENTAL MINDORO
175205	ORIENTAL MINDORO
175206	ORIENTAL MINDORO
175207	ORIENTAL MINDORO
175208	ORIENTAL MINDORO
175209	ORIENTAL MINDORO
175210	ORIENTAL MINDORO
175211	ORIENTAL MINDORO
175212	ORIENTAL MINDORO
175213	ORIENTAL MINDORO
175214	ORIENTAL MINDORO
175215	ORIENTAL MINDORO
1753	REGION IV-B (MIMAROPA)
175301	PALAWAN
175302	PALAWAN
175303	PALAWAN
175304	PALAWAN
175305	PALAWAN
175306	PALAWAN
175307	PALAWAN
175308	PALAWAN
175309	PALAWAN
175310	PALAWAN
175311	PALAWAN
175312	PALAWAN
175313	PALAWAN
175314	PALAWAN
175315	PALAWAN
175316	PALAWAN
175317	PALAWAN
175318	PALAWAN
175319	PALAWAN
175320	PALAWAN
175321	PALAWAN
175322	PALAWAN
175323	PALAWAN
175324	PALAWAN
1759	REGION IV-B (MIMAROPA)
175901	ROMBLON
175902	ROMBLON
175903	ROMBLON
175904	ROMBLON
175905	ROMBLON
175906	ROMBLON
175907	ROMBLON
175908	ROMBLON
175909	ROMBLON
175910	ROMBLON
175911	ROMBLON
175912	ROMBLON
175913	ROMBLON
175914	ROMBLON
175915	ROMBLON
175916	ROMBLON
175917	ROMBLON
180000	OTHER COUNTRIES
180001	OTHER COUNTRIES
180002	OTHER COUNTRIES
180003	OTHER COUNTRIES
180004	OTHER COUNTRIES
180005	OTHER COUNTRIES
180006	OTHER COUNTRIES
180007	OTHER COUNTRIES
180008	OTHER COUNTRIES
180009	OTHER COUNTRIES
180010	OTHER COUNTRIES
180011	OTHER COUNTRIES
180012	OTHER COUNTRIES
180013	OTHER COUNTRIES
180014	OTHER COUNTRIES
180015	OTHER COUNTRIES
180016	OTHER COUNTRIES
180017	OTHER COUNTRIES
180018	OTHER COUNTRIES
180019	OTHER COUNTRIES
180020	OTHER COUNTRIES
180021	OTHER COUNTRIES
180022	OTHER COUNTRIES
180023	OTHER COUNTRIES
180024	OTHER COUNTRIES
180025	OTHER COUNTRIES
180026	OTHER COUNTRIES
180027	OTHER COUNTRIES
180028	OTHER COUNTRIES
180029	OTHER COUNTRIES
180030	OTHER COUNTRIES
180031	OTHER COUNTRIES
180032	OTHER COUNTRIES
180033	OTHER COUNTRIES
180034	OTHER COUNTRIES
180035	OTHER COUNTRIES
180036	OTHER COUNTRIES
180037	OTHER COUNTRIES
180038	OTHER COUNTRIES
180039	OTHER COUNTRIES
180040	OTHER COUNTRIES
180041	OTHER COUNTRIES
180042	OTHER COUNTRIES
180043	OTHER COUNTRIES
180044	OTHER COUNTRIES
180045	OTHER COUNTRIES
180046	OTHER COUNTRIES
180047	OTHER COUNTRIES
180048	OTHER COUNTRIES
180049	OTHER COUNTRIES
180050	OTHER COUNTRIES
180051	OTHER COUNTRIES
180052	OTHER COUNTRIES
180053	OTHER COUNTRIES
180054	OTHER COUNTRIES
180055	OTHER COUNTRIES
180056	OTHER COUNTRIES
180057	OTHER COUNTRIES
180058	OTHER COUNTRIES
180059	OTHER COUNTRIES
180060	OTHER COUNTRIES
180061	OTHER COUNTRIES
180062	OTHER COUNTRIES
180063	OTHER COUNTRIES
180064	OTHER COUNTRIES
180065	OTHER COUNTRIES
180066	OTHER COUNTRIES
180067	OTHER COUNTRIES
180068	OTHER COUNTRIES
180069	OTHER COUNTRIES
180070	OTHER COUNTRIES
180071	OTHER COUNTRIES
180072	OTHER COUNTRIES
180073	OTHER COUNTRIES
180074	OTHER COUNTRIES
180075	OTHER COUNTRIES
180076	OTHER COUNTRIES
180077	OTHER COUNTRIES
180078	OTHER COUNTRIES
180079	OTHER COUNTRIES
180080	OTHER COUNTRIES
180081	OTHER COUNTRIES
180082	OTHER COUNTRIES
180083	OTHER COUNTRIES
180084	OTHER COUNTRIES
180085	OTHER COUNTRIES
180086	OTHER COUNTRIES
180087	OTHER COUNTRIES
180088	OTHER COUNTRIES
180089	OTHER COUNTRIES
180090	OTHER COUNTRIES
180091	OTHER COUNTRIES
180092	OTHER COUNTRIES
180093	OTHER COUNTRIES
180094	OTHER COUNTRIES
180095	OTHER COUNTRIES
180096	OTHER COUNTRIES
180097	OTHER COUNTRIES
180098	OTHER COUNTRIES
180099	OTHER COUNTRIES
1800A1	OTHER COUNTRIES
180100	OTHER COUNTRIES
180101	OTHER COUNTRIES
180102	OTHER COUNTRIES
180103	OTHER COUNTRIES
180104	OTHER COUNTRIES
180105	OTHER COUNTRIES
180106	OTHER COUNTRIES
180107	OTHER COUNTRIES
180108	OTHER COUNTRIES
180109	OTHER COUNTRIES
180110	OTHER COUNTRIES
180111	OTHER COUNTRIES
180112	OTHER COUNTRIES
180113	OTHER COUNTRIES
180114	OTHER COUNTRIES
180115	OTHER COUNTRIES
180116	OTHER COUNTRIES
180117	OTHER COUNTRIES
180118	OTHER COUNTRIES
180119	OTHER COUNTRIES
180120	OTHER COUNTRIES
180121	OTHER COUNTRIES
180122	OTHER COUNTRIES
180123	OTHER COUNTRIES
180124	OTHER COUNTRIES
180125	OTHER COUNTRIES
180126	OTHER COUNTRIES
180127	OTHER COUNTRIES
180128	OTHER COUNTRIES
180129	OTHER COUNTRIES
180130	OTHER COUNTRIES
180131	OTHER COUNTRIES
180132	OTHER COUNTRIES
180133	OTHER COUNTRIES
180134	OTHER COUNTRIES
180135	OTHER COUNTRIES
180136	OTHER COUNTRIES
180137	OTHER COUNTRIES
180138	OTHER COUNTRIES
180139	OTHER COUNTRIES
180140	OTHER COUNTRIES
180141	OTHER COUNTRIES
180142	OTHER COUNTRIES
180143	OTHER COUNTRIES
180144	OTHER COUNTRIES
180145	OTHER COUNTRIES
180146	OTHER COUNTRIES
180147	OTHER COUNTRIES
180148	OTHER COUNTRIES
180149	OTHER COUNTRIES
180150	OTHER COUNTRIES
180151	OTHER COUNTRIES
180152	OTHER COUNTRIES
180153	OTHER COUNTRIES
180154	OTHER COUNTRIES
180155	OTHER COUNTRIES
180156	OTHER COUNTRIES
180157	OTHER COUNTRIES
180158	OTHER COUNTRIES
180159	OTHER COUNTRIES
180160	OTHER COUNTRIES
180161	OTHER COUNTRIES
180162	OTHER COUNTRIES
180163	OTHER COUNTRIES
180164	OTHER COUNTRIES
180165	OTHER COUNTRIES
180166	OTHER COUNTRIES
180167	OTHER COUNTRIES
180168	OTHER COUNTRIES
180169	OTHER COUNTRIES
180170	OTHER COUNTRIES
180171	OTHER COUNTRIES
180172	OTHER COUNTRIES
180173	OTHER COUNTRIES
180174	OTHER COUNTRIES
180175	OTHER COUNTRIES
180176	OTHER COUNTRIES
180177	OTHER COUNTRIES
180178	OTHER COUNTRIES
180179	OTHER COUNTRIES
180180	OTHER COUNTRIES
180181	OTHER COUNTRIES
180182	OTHER COUNTRIES
180183	OTHER COUNTRIES
180184	OTHER COUNTRIES
180185	OTHER COUNTRIES
180186	OTHER COUNTRIES
180187	OTHER COUNTRIES
180188	OTHER COUNTRIES
180189	OTHER COUNTRIES
180190	OTHER COUNTRIES
180192	OTHER COUNTRIES
180193	OTHER COUNTRIES
180194	OTHER COUNTRIES
180195	OTHER COUNTRIES
180196	OTHER COUNTRIES
